"X756";"X382";"X692";"X702";"X762";"X733";"N13";"N32";"X696";"X687";"X364";"X774";"X358";"X380";"X794";"X700";"X351";"X344";"X416";"X802";"N18";"X369";"X758";"X805";"X418";"X789";"X348";"X343";"N58";"X379";"X362";"X795";"X803";"N16";"X393";"X759";"N72";"X751";"X701";"X792";"X350";"N40";"X780";"X689";"X783";"N46";"N69";"X699";"X763";"N71";"X693";"N42";"N26";"X791";"X706";"X757"
"D03-H07";2,955174712;1,104033484;-0,505473125;0,262559577;0,641036729;-0,086032492;-0,07727681;0,795859182;-1,452977441;-0,874715006;0,423633435;0,613306753;0,564022235;-0,000982713;0,334185236;3,922510795;1,614913033;0,833595542;0,480558792;-0,467912533;0,030052669;0,356359088;-0,070393412;0,202035985;-0,118002802;-0,876880558;-0,727738525;-0,020234562;-0,468173257;-0,307580258;-0,14431798;-0,597701875;-1,906058226;-0,377015609;-1,146244373;-0,737020439;0,109356685;1,553105754;0,951556291;-0,760226404;0,590114115;0,366904779;-1,359967263;0,214080121;-0,125051458;0,029724124;0,122895137;-0,229649214;-0,84920577;0,457306684;-1,933019454;-0,739891395;-0,748902001;-1,105967762;-0,63337184;-0,242910307
"D03-K01";0,844796427;-1,658177114;1,509288126;-1,629832425;-0,003881031;1,524039426;-1,287337247;-0,086605319;0,126162456;-1,067271066;-1,165560023;-0,68862445;1,157914537;-0,302857234;-0,424593722;0,69992762;-0,529313488;0,448123835;0,132170154;0,051552581;2,986405997;0,162508863;-0,042248546;-0,044410413;-0,619840687;-1,137385239;1,138147461;0,641479877;0,606179448;-0,148895111;-0,856075186;-0,722718692;0,125670958;-1,088114312;-0,992533271;-0,590839119;2,169348006;0,73520337;0,018138888;-1,096370903;-1,174661992;0,842741516;1,648452682;1,030423883;-1,159868709;-1,181516619;-0,936727924;0,2639003;0,275556095;-0,417052487;0,233661529;-0,282021432;1,160901395;-0,376263817;1,412295014;-1,013794715
"D04-D07";0,679983491;1,297714934;-1,027260573;0,30990745;1,124582674;1,022837307;-1,045598151;-0,421599416;-0,722659636;-0,904784978;-1,154135228;0,08198287;-1,305978503;0,514299188;-0,663695896;-0,792615105;2,99154111;-1,314539384;-0,772095086;-1,537217268;0,674016353;1,047549555;0,991459529;0,468049561;0,176380916;0,016948247;0,188093082;-0,629716431;0,476255072;-0,182920318;0,204963191;-1,396401383;-0,691077623;0,377685868;-1,654069512;0,397357349;2,570502381;-0,788555487;-0,247142431;1,163568303;-0,455796179;1,716148658;0,957022951;0,201016477;1,371007103;-0,504589777;0,927241257;0,286983326;-0,847358927;-0,701789582;-0,880513439;-0,204247849;0,494360884;-1,466339206;-0,503970497;-0,325378187
"D04-F08";0,320858579;1,35280228;-1,121158102;-0,512803685;-2,405636297;0,546839325;1,274308321;-0,464588237;-0,203288219;-0,109963762;0,290363457;0,239515015;-0,229626884;-1,309132679;1,047215425;0,403383859;-0,361482739;0,178049062;-1,550771779;1,022442527;0,206158346;0,406140933;-0,360709295;-0,182677741;0,91679776;-0,18640688;0,159318612;-0,001985415;-0,232245997;0,252397459;0,436688397;0,383939373;-0,13067492;0,235348136;-0,046519202;0,07571546;0,224486469;-0,72876205;-1,138531991;-0,455319524;-0,430614723;-2,761824891;1,157575039;1,224342462;0,212758503;0,102599218;-1,426610681;0,881745628;1,305341331;-1,365951315;0,902450285;-3,067016503;1,623906006;0,060370749;1,054879184;1,472953063
"D04-F09";-1,205158392;1,138803696;-0,968832534;-0,458928056;-2,427042664;0,583639191;0,521337188;-0,545772568;-0,259898356;-0,282950318;-0,553708288;0,270922373;0,444156881;-1,101859611;1,078995148;0,09595138;-0,393677429;0,410632851;-1,072473746;1,465205069;0,381397967;0,474994827;-0,21559416;-0,869062363;0,784674396;0,461514264;0,457384214;-0,099293605;-0,324151791;0,524956224;0,557606916;0,451602965;0,183428609;0,184309366;0,306855533;0,236754514;0,25262346;-0,593167426;-0,485674173;-0,492631196;-0,451924585;-2,605620674;1,307819448;1,356394001;0,09038394;0,382296442;-1,357353951;0,857852194;1,163148958;-1,44238589;0,886294738;-3,40447172;1,213253022;0,234780144;0,540224378;1,773547498
"E01-B04";3,578732739;-1,172007709;0,027035579;1,544205116;-0,546361421;-0,536301807;3,341282762;-0,540335041;-0,651179822;0,204122429;3,688658543;0,163044627;-0,875800663;-0,336474352;0,839524102;-0,525091369;0,008709337;-0,319392863;-0,262765586;-1,187074939;-0,102421307;-1,195969935;0,007837955;-0,021322065;-0,510501205;-0,563746692;0,441223826;0,279487668;0,156202394;0,192626257;-0,131083316;-0,76052581;-1,245907977;0,120561737;0,628897012;-0,040734184;0,497846798;-0,064956864;-0,405770746;-0,598134196;0,395521614;-0,320850286;-0,543844663;0,263468021;-0,54357003;-0,101061586;-0,110614706;-0,594453705;-0,565829011;0,075582288;-0,120127772;0,255580969;-0,633063373;0,558494907;-0,979000886;0,542534423
"E01-B11";-1,116915338;-0,761866664;-0,851565898;-0,728113175;-1,359103899;-0,13178945;1,186624472;1,219711319;0,110667583;0,127304957;0,315412509;1,090060902;-0,145875649;-1,184181335;0,875500158;-0,226999322;-0,655408457;0,112602144;-2,068271861;0,380479068;0,253426342;0,70845953;-0,84703288;-0,376908676;0,280353349;0,098033018;0,19715155;0,085830848;-0,954121285;0,318955453;0,876549531;0,633794314;0,653535572;0,171665373;0,693611954;0,648535731;0,868059704;0,121117146;-1,159952023;-0,682896708;-0,602962468;-2,915405777;0,722668529;0,418469425;0,56713739;0,181131496;-2,091757199;0,876956229;0,944693355;-1,177105272;1,208705975;-2,495619451;1,298676546;0,637579263;0,950003793;1,789047393
"E01-E08";0,837197822;-3,053451892;0,259670403;1,052395787;0,705094895;-0,968514958;0,783415294;4,489926868;-0,188731539;-0,075626157;-1,309552384;0,237855163;-1,064050181;-0,012021061;-0,399000927;-0,382070554;0,336138491;0,137628559;0,27861933;-0,258475503;-1,178301054;-0,701312753;-1,043596342;-1,328746252;0,255465734;-0,034939598;-0,70274716;-0,20164925;-0,33580897;0,780751929;-0,807567666;0,306002998;-0,392291023;0,22057121;-0,408961726;-0,104184473;0,012838076;-0,448894765;0,777323922;0,377455265;-1,061238272;0,421136178;-0,81367597;0,84772205;0,595894738;0,988585845;1,825143085;0,65674427;0,73594842;-0,441423885;-0,915593743;0,780028229;-0,411325787;0,358346281;-0,628141104;0,095596797
"E01-F12";-0,941004895;-0,766517462;-2,309233668;-1,400517365;-1,866099971;-0,307083712;0,193025788;2,871302455;-0,34380168;0,490432317;0,809581375;-0,220451572;-0,004237099;-0,004659342;0,783985867;-0,841658511;-0,714554485;0,093924873;-1,880975883;0,21139151;0,625851801;-0,110027713;-0,344733339;0,456892092;-0,119516878;-0,084783083;0,563213134;0,688305178;-0,981870317;-0,558239589;0,752514034;0,516025368;0,711038129;0,025706309;0,9170371;0,346106272;1,074318777;-0,686271877;-1,522805907;-0,205081173;-0,579822473;-1,655748696;0,537126142;1,141804736;0,257067851;0,247700242;-1,509493874;0,224850306;0,631977709;0,347462455;1,192071595;-1,710153566;1,377743832;0,215832619;0,688684602;2,283887983
"E01-I11";0,904638212;1,267595126;0,344372355;1,043199186;0,031288524;0,329102299;0,674032304;1,20803581;-1,157677841;0,655631096;-0,443018498;-1,202946331;-1,753748014;-0,051392598;-1,298794755;-0,569453873;-0,51420339;-0,241594658;0,386070642;-1,142227173;-0,56926821;-0,971786067;-0,793879745;2,240285401;0,656850442;-0,154313476;0,238880126;-0,447252671;0,278804615;0,608847483;-0,473680291;4,976602987;0,190863271;-0,629647314;-0,071103317;-0,619290208;-0,447620838;-0,048445798;-0,162088469;-0,073990108;-0,829263887;0,703834394;-0,521563536;-0,218150761;-0,007556981;0,243951427;0,704443787;0,14500528;-0,754668886;-0,1469304;0,606814539;0,819570859;-0,104079946;-0,795843794;-0,321694219;-0,874256826
"E01-K01";1,315323086;2,47585652;0,045426837;-0,358110542;-0,517532758;-0,610080653;-0,859637117;0,529678427;0,634847508;0,076998642;0,264636332;0,010685669;-0,621810327;-0,797681647;2,51123264;1,164377204;-0,696652309;1,236466393;-0,813370815;-0,324237755;1,109653582;-1,030231245;0,282423553;1,041357648;-1,10998437;-0,268535459;-0,338680396;0,234458015;-1,350673819;-0,822193717;-0,081157432;-0,308330495;-0,408984444;-0,558242421;2,139649874;0,045674374;-0,010804938;1,213930403;-1,576057693;-1,253106126;0,652776773;-0,487437952;-0,314027512;-0,997380934;-1,122150551;-0,593021701;-0,944229813;-0,984556854;-0,976924114;2,002644718;-0,581082023;1,951119196;-0,356017159;0,436589229;1,142114642;0,113804817
"E01-L03";-1,378863118;0,603436494;-0,772172529;-1,013685571;-2,145107151;0,350001452;0,563822605;1,545641924;-0,187475333;0,232939744;-0,043201279;0,675374194;0,477332089;-1,247562135;1,178337752;-0,308016534;-0,979709811;0,176339026;-1,970213166;0,483861728;0,249641163;0,311586122;-0,560990075;0,009498461;0,339514939;0,171525883;0,357991807;0,208830318;-0,294959573;0,447526521;0,934450408;0,614908081;0,395602077;0,187100391;0,298995379;0,356417412;0,832991389;-0,227218276;-0,782158068;-0,552123332;0,185418525;-2,824285938;0,677092316;0,632560168;-0,009875087;-0,009036701;-2,323506718;0,357539015;0,987008982;-1,005092614;1,190720693;-2,632646759;1,357184962;0,481838361;0,989043436;1,787363146
"E02-C03";1,798442833;2,095542778;0,311924006;0,361831383;1,662488176;-1,71333403;-0,025194424;0,623238177;1,301829967;0,517658734;1,461494247;-0,935657126;-0,462909716;0,19426514;-0,132810545;1,006160057;0,669025684;-0,290049635;-0,223165832;-1,313240406;0,231881909;0,161128988;-0,658369649;-0,595124042;0,685089165;-0,229497141;1,347457664;0,011554319;-0,158002403;0,189811183;0,055426157;-2,703519039;0,313217834;1,537033808;-2,010516783;-1,81893928;0,139384236;-2,242259843;-0,150525646;-0,52528894;-0,981405634;0,59425625;0,533705462;0,631703011;0,081876691;0,233573943;0,026118038;0,7003101;0,025497743;0,342933479;-0,983889434;0,662549026;-0,228317974;-1,309199767;-1,299953065;0,475591267
"E02-D02";-1,071068661;1,972044518;-0,015942467;1,3857968;0,010397668;-2,050222598;2,496545714;1,559876119;-0,339352185;0,012292761;1,361620802;-0,864029097;0,292670003;0,830489585;-0,181135364;-1,082253919;1,163603121;0,121693779;-0,001291198;1,366084381;0,195987127;1,232745362;-0,253706222;-1,126674472;-0,537322259;-0,625085094;-0,208079111;-0,433102222;-0,626812073;1,496705324;-0,209956443;-0,246026081;-0,689110111;0,794837357;-1,356840144;-0,188863707;-0,938352496;-1,443470806;-0,067036108;-1,71983449;0,37858377;1,266986595;-1,35839038;1,829927607;0,216685524;-0,835267977;0,347777244;0,214431835;-1,054240588;0,039253344;-0,906815345;0,78407321;0,336549385;0,294184498;0,197178035;-1,426079437
"E02-H05";0,228396022;-0,815152447;-1,002615051;-0,12951649;-1,166871194;0,354294037;-0,061279426;1,411502346;0,319150609;-0,484585382;0,101831145;-1,082105878;-0,31702694;0,773720195;-1,084987324;-0,030244565;-0,55045231;-0,078083163;0,950095533;-1,026619427;1,49224992;0,270764916;-0,451265281;-0,477347649;0,819359535;-0,59153078;-0,771055245;-0,608208546;0,628139666;0,144567843;-0,734340163;0,150771934;0,325849896;-0,155187451;-0,298158376;-1,386884513;0,158961206;-0,103066868;0,547047171;3,20968728;0,170574431;1,017654217;-0,377648714;-0,280307271;-0,524981994;-0,265626799;0,630442283;0,129231975;-1,47754468;1,126205289;-0,593469277;0,78682299;4,158102399;-0,386288808;-0,290847802;-1,153826173
"E03-A07";1,974030645;0,329250029;-1,375669038;-0,634668261;-3,094280134;0,187125364;1,293006582;1,575593142;-0,408109387;-0,452361705;1,718792386;0,141379171;0,925554147;-0,85837967;1,201731366;0,143948669;-1,009273683;0,949763308;-1,353158966;0,414236731;2,024588492;0,235583446;-0,756213413;-0,164506263;0,357030171;0,128957043;-0,127774563;-0,444656887;-0,811946431;-0,20507967;0,307627447;0,405788906;-0,05249646;0,138230714;-0,119600342;-0,447460789;-0,171827027;-0,066175263;-0,783011228;-0,288944846;-0,630300188;-2,378015524;0,62029188;0,543132558;0,08309095;0,621844;-1,138769338;0,534607166;0,530256346;-0,656619765;0,711549151;-2,455950459;1,235542052;0,11947952;0,717368276;0,744769073
"E03-C04";-1,245202266;0,913057796;-1,247819534;-0,641774124;-2,665961937;0,117406154;0,876545324;0,077841696;-0,608122439;0,875931507;0,504221986;0,958060264;0,422453059;-0,71943268;0,734201442;0,503021232;-1,087831906;1,032075106;-1,174010021;0,770505446;0,424669462;0,610218178;-0,971455332;-0,722423738;0,546745657;0,053139972;0,044200056;-0,524541353;-0,401074509;0,145529565;0,253240962;0,852950626;0,214574287;0,62678802;-0,123261065;-0,133588058;0,137464972;-0,810889678;-1,003469512;-0,113347888;-0,433898808;-1,917777925;0,638489605;1,215291482;-0,008710491;0,88633138;-0,680283845;0,91142923;1,265087849;-0,98854632;1,040394911;-3,541794733;1,229834148;-0,196856461;0,866976691;1,88376808
"E03-D09";1,434463252;0,215655607;-0,058033868;0,853744885;0,071579587;0,160258528;-0,035417164;-1,018545054;-0,122234089;-0,36761816;0,681703897;-0,789891823;0,218124051;-0,6428825;4,043894866;-0,613944164;-0,733623484;0,560934832;-0,698779433;-0,936073091;0,577628364;1,469238313;0,726182141;2,465743546;-0,47798845;0,406926651;0,281069114;0,35376563;-0,410093643;-0,445298322;-0,010087037;-0,57254563;-0,489038963;-0,725824238;-0,049468389;0,013120012;-0,81008461;0,231942721;-0,84856279;-0,333582976;-0,379617981;-1,08278781;-0,333079058;-0,767665188;-0,523420978;-0,393035478;-0,436893482;0,155870756;-0,394292285;0,078584132;-0,629519138;3,541834836;0,519881309;-0,645465875;-0,287075512;-0,673226136
"E03-G07";0,119804087;-1,080088204;-0,492822455;0,217925084;0,480769927;-0,235137833;-0,439822989;0,833056261;1,042561664;-0,387452778;-0,314055985;6,031637096;-0,044303085;-0,119818968;0,801256662;-0,59463169;0,893826652;1,257777646;0,798303433;-0,45475882;0,798467509;-0,493446713;-0,656406511;0,544706182;-0,142294348;-0,645548779;-0,695637065;-0,294741682;-1,011263224;-0,335865358;-0,581970652;-0,506870156;-1,044656641;0,427476595;0,632671455;0,0061214;-0,822145829;-0,229297778;0,067571776;-0,077428653;0,11943012;0,057761415;-1,015259348;0,282061792;-0,096115937;-0,366822107;0,697284667;-0,225177608;0,112005336;0,301487317;-0,893524084;0,494816442;-0,843833929;-0,456899961;-0,499010706;-0,673965007
"E03-H04";1,401638357;-0,850139753;-0,521070563;-0,205551212;-0,708469897;0,379041506;-1,000344557;-0,295514233;-0,437400031;0,998323496;-0,251908476;0,596075672;6,513092076;0,097917001;0,24525802;-0,864630641;-0,330524137;-0,359174356;0,083126161;-0,545525822;-0,533660056;-0,807631967;0,846014149;0,098148718;-0,538099325;0,120193279;0,433161104;-0,017856721;-0,579206977;-0,325344006;-0,110874675;0,327204264;-0,606245915;0,240520374;0,262513428;0,202614352;-0,600478275;-0,592025522;-0,248068975;-0,062044471;0,310689761;0,085015086;0,238215051;-0,129085285;0,05257927;-0,299522525;-0,69353651;-0,562554483;-0,009228196;-0,211397408;0,355912083;-0,080866895;-0,424269777;-0,551518732;0,278663693;-0,021531394
"E03-I10";-0,947022312;1,440649148;-1,072626478;-0,633600763;-1,881222988;0,344070556;0,893518625;0,60863789;0,674096998;0,244097872;0,092230171;0,839184099;0,015334228;-0,965485107;0,863723597;0,519931372;-0,242734697;0,704347922;-1,259529766;1,376089442;0,405474168;0,740624689;-0,781177008;-0,445340449;0,44706909;0,041753956;-0,171227831;-0,509906519;-0,470660055;0,040665627;0,099152671;0,57677506;-0,148356481;0,309438915;-0,365434247;0,222878552;0,003106108;-0,992318619;-1,161453241;-0,045093544;-0,163934426;-3,073142045;0,952738468;1,528374897;0,10145817;0,571591821;-1,348218197;0,922996521;0,966802987;-1,402045185;0,821660327;-3,14876866;1,331529234;-0,174733845;0,845836614;1,548422246
"E03-J09";1,02153088;-1,182001091;-0,203355771;0,244109451;1,466500155;0,049131602;0,720880914;-0,848179012;-0,745092402;-0,43558729;-0,030920646;-0,385967603;1,767983696;0,596148619;1,366209272;0,378779374;-0,228804147;1,573065963;0,853353921;-0,144704892;2,898240446;1,66531669;0,967280076;0,416857173;-0,093031502;2,073187774;-0,503094478;-1,407834801;-1,708380187;-2,231693292;-0,733512493;0,306938187;-0,331640239;-0,015574813;-0,882337512;0,361192229;-1,130921885;-0,572927928;-0,477469193;-0,4676931;0,486193563;-0,664469275;-0,275554803;-0,292560454;0,761837542;-0,233567206;-1,286649658;0,297109993;0,040118854;1,532480766;-0,89029591;-0,252863627;-0,596342941;-0,901239516;-0,99467691;0,411065932
"E03-J10";-0,805401254;0,318355383;-0,240029322;-1,305793057;-0,280431137;-0,844337814;0,205878166;-0,590046838;-0,330220997;-1,652586973;-1,2480381;-0,617512702;0,645634595;1,005883702;-0,405926952;-0,916504762;0,890238265;0,709900799;1,152401494;1,3229275;-0,423098702;1,886879461;-1,05279707;-1,264135978;0,688155117;-0,695930053;-0,012195362;-1,11382026;-0,164698189;2,020310811;-0,022984502;0,998465309;1,618797407;-0,827245968;0,109431472;0,764383408;-0,569109653;0,309630756;-0,851438151;-0,108043714;-1,087627158;-1,238196906;0,912644107;1,52110269;0,145189745;-0,565201675;0,579579841;-0,020839564;-0,099110863;0,08392957;-0,736108058;0,402201811;-0,091140986;-1,938543403;-0,077225335;3,228039544
"E03-J11";-0,899737724;1,040710304;-0,81205046;-0,27804708;-1,85679426;0,771327682;1,070261523;0,736203346;0,172658073;-0,034109756;-0,275690252;0,219806428;-0,642242688;-1,103718391;-0,358091361;-0,314176834;-1,313167343;3,732776461;-1,448601575;-0,068947718;-0,716766979;-0,638450886;-1,459186541;-1,640567348;0,497693473;-0,061815376;-0,206666526;-0,599603407;-0,289440345;0,613014635;0,049407408;0,623341994;0,392760592;0,519364563;-0,150724396;0,354598152;-0,051838282;-0,654197582;0,046203338;0,05969265;-0,147930503;-1,909861894;1,015356364;1,377462031;0,187777113;0,854093145;-0,438010948;1,270641552;1,031266871;-0,814890119;0,825743632;-1,972897368;0,728772373;0,029325156;0,869548427;1,631423859
"E03-L06";2,93065428;1,270898868;-1,278517854;-1,037750363;-1,651500651;0,048545988;0,906989441;0,943955512;-0,094586339;0,051661211;0,246912399;0,745584222;0,318271582;-1,354306273;1,21890118;0,131595656;-0,709016424;0,61015364;-0,466737621;0,745513259;0,254712521;0,435655391;-0,759829361;0,002882066;-0,153304644;-0,242577884;-0,274927443;1,42987371;-0,410823907;0,263693274;-0,344834373;0,258646215;-0,941185697;0,340780393;0,645072433;0,358244375;0,169201911;-1,060604123;-1,09378189;-0,189789153;-1,014971951;-3,289816411;0,636692871;0,743471127;0,538312813;0,826350515;-0,965818564;0,583121459;0,970599783;-1,290281269;0,473772939;-2,210271528;0,893251274;-0,259760026;-0,016372367;1,355978531
"E04-C01";3,200425375;-0,923491338;-0,806734792;0,512512262;1,744297193;0,518709384;-1,678424235;0,758851453;0,116985852;1,431588476;0,498954711;-1,220618008;1,589053068;0,229951485;0,797301363;0,455548107;-0,249896032;0,828840447;0,811893267;-0,348298742;1,833974805;-0,584126449;0,388189217;0,556983591;-0,142243104;-0,221142279;0,677062894;0,649093478;-0,352875175;-0,8000378;0,392543057;-0,626848495;-0,856519823;0,309876117;-0,577820225;-0,261245485;-2,077269481;-0,567986442;-0,626485509;-0,27007938;1,684326799;-1,177375273;-0,610135565;-1,343985654;-0,626280839;-0,815582193;0,666298397;-1,053856395;-1,06572316;1,975384638;-0,121418415;-0,0043732;-0,471389091;-0,587704656;-0,649550866;-0,843916113
"E04-C11";-1,399623757;1,124313497;-0,709698735;-0,791454224;-2,77741417;0,302256833;1,273971926;0,442156056;-0,166358804;-0,499153484;-1,046956047;0,457103806;-0,157175505;-0,516033567;0,776417721;0,453323057;-1,129832541;0,183208087;-0,950703767;1,080572627;-0,560776625;0,454672995;-0,949446727;-1,262858896;0,888209303;-0,314888163;0,257695833;-0,448364045;0,373214774;0,627821732;0,0821384;0,606198991;0,362244314;0,684839939;-0,124411031;0,243089715;0,363474404;-1,053836271;-0,272360801;0,14875757;-0,173183009;-2,413445798;0,949874848;1,817644345;0,020866409;0,915234569;-0,227213796;0,855193179;1,034862476;-1,012163115;1,335495815;-3,066769422;0,988499278;0,286830906;0,528724377;1,467919452
"E04-D03";-0,143639924;0,610209064;-0,495042206;0,564335677;2,380621115;-1,115153251;0,466135121;-1,366141261;-0,33260697;2,974323895;0,537470816;-1,463008327;-0,428417368;0,133135897;0,924373348;1,029631646;0,981412186;-0,60051471;2,148064032;-0,2737636;1,05201774;0,04585063;-0,930692891;-0,933668881;-0,065506555;-0,729340383;-1,890958003;-0,812746619;0,137317614;0,896759558;0,001041827;-0,036106733;-1,112996407;0,336565049;-1,075809142;-0,898479984;-0,344495348;1,189478789;-0,932199495;0,014326251;-0,72579478;0,112401051;0,81163267;0,538315704;-0,370599196;0,135547752;1,417704283;-1,043661918;-1,145082552;2,211611732;-0,15883728;-0,396643459;-0,133444553;0,066067223;-0,57705632;-0,897598603
"E04-E07";2,466641052;-0,466007758;0,016550588;1,268659771;-0,229102133;-0,885983975;0,72486743;1,892916053;-0,887581723;-0,593134561;3,286695749;-0,725306228;-0,689551658;0,455502552;-0,549436812;-0,150384291;-0,212209801;-0,446248106;0,326602021;0,289440229;0,126007879;-0,800239907;0,008669343;-1,731891047;0,251826315;-1,135964287;-1,119184316;-0,680434577;-0,62714827;-0,955325825;-1,11441547;0,666193762;-0,785663502;-0,350395701;-1,028781071;0,482499254;-0,780638313;-0,727868085;0,65649745;-0,346957403;0,533741469;0,85798125;-1,39152618;0,669609751;0,122927772;0,533754053;2,411092365;0,714160795;0,601499476;1,502555642;-1,094788642;0,559334583;-0,154751535;0,335555813;-1,204108676;-0,093553845
"F01-J12";-0,184112154;0,379006497;-1,330832824;-1,108357172;-1,286388159;0,367614314;0,600561698;1,575970366;-0,302092493;0,082860647;0,595976223;0,804314771;0,961973742;-1,085231714;1,31655144;-0,180263528;-0,873017702;1,040527014;-1,56148501;0,609444063;0,046113571;0,357679558;-0,7334205;1,050994131;-0,292331408;0,041948991;-0,267968067;0,537669612;-0,227165329;-0,502457318;-0,137776664;0,300569905;0,383806564;-0,42400221;0,708986304;0,461958213;-0,139321967;-0,807171117;-1,206427412;-0,999654571;0,032254264;-3,343614816;0,618244554;0,41833452;0,659694064;0,301692563;-1,923960188;1,087795998;1,14659094;-0,740065477;0,838036768;-2,097517817;0,848688236;0,031243136;0,64497003;2,523406139
"F01-K05";3,322603544;-0,265396874;-0,640363409;1,078267489;1,131477425;-0,869445387;-0,276983653;-0,399082424;0,167953612;0,791981713;1,979613273;-0,987938878;-0,588002618;-0,773481381;-0,671062904;-0,693639626;-0,533741519;1,834284089;-0,264791671;0,630511981;0,860857166;0,189378925;0,063749112;0,990661295;-0,753416227;2,247378588;-1,722094335;-0,613116203;1,062149779;-0,612463681;-1,558835543;-0,733951994;-1,393059995;1,14210893;-1,273439208;-0,315833442;0,267835184;-0,48791038;-1,078155826;-0,090838864;-1,032017126;0,127235424;0,234068376;0,408178992;0,477533317;0,073267794;0,443296309;-0,378135253;-0,591148986;1,865415206;-0,403463828;0,692348133;-0,911443007;-0,249733864;-0,761822901;0,040004008
"F03-D02";0,353583189;4,187499785;-0,918809186;-1,649318431;-1,643648052;0,017498945;0,772217149;1,39224084;-0,298274826;1,44220993;0,501526243;0,47419296;0,345792358;-0,623881647;0,845249833;-0,351642009;-1,343074451;0,523806796;-1,195605403;-0,115916844;-0,370690016;-0,525882099;-1,245474843;-0,61621062;-0,107320117;-0,679316462;-0,015052027;-0,581097217;-0,327671263;0,656244288;0,126187765;0,391692554;-0,309250231;-0,17931159;-0,222280471;0,274871693;-0,320020407;-0,871341058;-0,130658332;-0,295246557;-0,197492758;-1,863748191;0,645661978;1,320348732;1,180934853;0,534618388;-0,4746987;1,277009271;0,695244485;-1,148406688;0,370894339;-1,850987574;0,556894296;-0,237081241;0,575473236;1,291899376
"F03-I07";-0,092172783;-0,117699183;0,971321655;-1,347893334;0,303067026;1,014243191;-0,878019203;-0,82488405;-0,80588079;0,239700477;-1,713438898;-1,253854685;0,319136258;-0,662420305;-1,102608673;0,181744461;1,643685669;0,422927508;1,022067043;-0,320383168;0,062987803;0,642084314;0,060873593;-2,494773878;0,720728931;-1,231135107;0,953884591;-0,460832375;0,2468307;0,913202346;-1,456337706;0,433180839;-0,444482487;-0,836279033;-0,630472658;0,848319068;1,390479522;-0,968823215;-0,430572641;0,701553386;-1,110506058;-0,202412856;1,547738016;1,007053787;-0,573307255;2,730293494;1,621294503;1,048726843;0,522744278;-0,142153739;-0,561726562;0,373640636;0,148794263;-0,249911112;-1,114901395;-1,209322076
"F04-D03";-0,008052843;-1,848915131;-0,295995038;0,335391366;-0,577613165;-0,701371361;-0,043791196;2,814362367;-0,013735341;-1,291009959;-1,489702353;-0,934033849;1,713113256;0,218262791;-0,363816356;0,94745648;0,378607417;1,267453135;1,970843197;1,199858258;-0,21891952;0,020228104;-1,315287184;-0,072756727;-0,606298367;0,727496179;-2,298917377;-1,979570486;0,399060175;-0,435738617;-1,377442974;0,585129297;-1,00760973;1,540147287;-0,166000869;-0,007897788;-1,6586028;-0,531709299;0,44841505;0,848092583;-0,283630882;-0,296238624;0,427340719;0,699253069;1,191469441;1,366422018;0,263366561;0,800397534;-0,073295914;0,01243106;-0,417141628;0,031826485;0,798598549;-0,477818439;-0,057896906;0,078268114
"F04-G07";-1,140171914;-0,329665908;-1,362212995;-1,560931957;-0,78471583;-0,518002652;-0,032148364;2,508413168;-0,954012397;2,420574326;-0,836598708;-1,996278413;2,095645784;0,218277162;0,881860398;0,667243533;0,978020959;0,8599502;0,726585569;-0,271169282;1,535822947;0,272807001;0,306010177;1,584823155;-0,499764517;-0,425465266;-0,578085655;0,296825102;-0,921223815;-0,018776398;0,334467117;-0,160557795;-0,837311308;-0,444849911;0,239116391;-0,563910644;-0,482993703;0,363607897;-0,592154465;-1,230664513;1,496106305;-0,105026014;-0,960308355;-0,643510836;-0,513999029;-0,363916553;-0,200841098;-0,754868875;-0,179572538;0,903334385;-0,527990461;0,42733659;-0,537296386;-0,330624357;0,415470736;2,578470925
"F04-J12";2,451681615;0,223363694;-0,277539526;1,447248705;1,513953241;1,35915807;-0,960927425;-0,63230907;-0,338842388;-0,480401195;2,503234009;-0,508152658;0,205015484;0,551907019;0,943092179;-0,168920529;-1,180882881;-0,065469159;0,60809451;-0,634057082;0,846418025;-1,36529425;0,739869345;-1,088388969;0,589112892;0,699724939;0,045118769;0,352844322;-1,058729609;-0,37452451;0,601347453;-0,195800741;2,109456621;-0,844071238;-0,217829451;0,165545524;-1,114010824;-0,547784406;-0,92472056;-0,457942845;0,927175833;1,268653386;-1,087870154;-1,313517267;1,317007202;-0,863643554;-0,692064201;-0,819600826;0,279931871;1,366872663;-0,986828269;0,751072154;-0,904794982;-0,464774191;-0,968041934;-1,01909118
"G01-B04";-0,239303601;-0,77161608;-0,860614241;-0,429516927;-0,487750659;-1,151731326;-1,146030412;0,544330697;0,204566457;0,771160767;2,858641564;0,045254499;0,655457002;-0,241739725;0,900883304;-2,052347037;0,274677521;0,911548061;1,317955477;0,829995721;0,7156261;0,50085095;-0,192907359;1,032479796;-0,736006597;0,300093291;0,584252451;1,163328998;-1,123913156;-1,727242542;-0,59398821;0,18267039;-0,141055204;0,733244395;1,117192848;0,109165749;-1,822903475;-1,454789617;-0,737422848;1,730456191;1,317798419;0,314465271;-0,209231401;-0,480495005;-0,580326266;0,607841059;-0,369946974;-0,912497853;-0,792767422;0,362447546;-1,597139656;1,32748229;-0,569902232;1,569853095;-0,700808223;-1,285523185
