6,3
5,68
5,56
5,77
6,26
5,9
5,64
5,62
5,75
5,57
5,56
6,15
5,61
5,9
5,62
5,56
6,01
5,64
5,47
5,88
5,85
5,77
6,73
5,79
5,53
5,78
5,69
5,67
5,89
5,53
6,07
5,89
5,91
5,55
5,49
5,9
6,13
5,71
6,2
5,79
5,66
5,94
5,64
5,75
5,72
5,62
5,65
5,55
5,63
5,99
5,66
5,49
5,74
5,55
5,63
5,69
