#nodeA	nodeB	score1
BCL3(602)	NFKB1(4790)	0
BCL3(602)	NFKB2(4791)	0
BCL3(602)	MAPK3(5595)	0
BCL3(602)	RXRA(6256)	0
BCL3(602)	SHC1(6464)	0
BCL3(602)	NCOA1(8648)	0
BCL3(602)	HDAC3(8841)	0
BCL3(602)	COPS5(10987)	0
CREB1(1385)	CREBBP(1387)	0
CREB1(1385)	CREM(1390)	0
CREB1(1385)	MAPK14(1432)	0
CREB1(1385)	DYRK1A(1859)	0
CREB1(1385)	NR3C1(2908)	0
CREB1(1385)	GSK3B(2932)	0
CREB1(1385)	GTF2F2(2963)	0
CREB1(1385)	PRKG1(5592)	0
CREB1(1385)	RPS6KA1(6195)	0
CREB1(1385)	RPS6KA2(6196)	0
CREB1(1385)	RPS6KA3(6197)	0
CREB1(1385)	SRF(6722)	0
CREB1(1385)	VIM(7431)	0
CREB1(1385)	RPS6KA5(9252)	0
CREB1(1385)	MAPKAPK2(9261)	0
CREB1(1385)	C14orf1(11161)	0
CREBBP(1387)	CREM(1390)	0
CREBBP(1387)	CSK(1445)	0
CREBBP(1387)	CSNK2A1(1457)	0
CREBBP(1387)	CSNK2A2(1459)	0
CREBBP(1387)	CTNNB1(1499)	0
CREBBP(1387)	CUTL1(1523)	0
CREBBP(1387)	E2F1(1869)	0
CREBBP(1387)	E2F5(1875)	0
CREBBP(1387)	EBF(1879)	0
CREBBP(1387)	EGR1(1958)	0
CREBBP(1387)	EIF2B1(1967)	0
CREBBP(1387)	ELK1(2002)	0
CREBBP(1387)	EP300(2033)	0
CREBBP(1387)	ETS1(2113)	0
CREBBP(1387)	ETS2(2114)	0
CREBBP(1387)	EWSR1(2130)	0
CREBBP(1387)	FGFR1(2260)	0
CREBBP(1387)	FOXO1A(2308)	0
CREBBP(1387)	GATA1(2623)	0
CREBBP(1387)	NR3C1(2908)	0
CREBBP(1387)	MSH6(2956)	0
CREBBP(1387)	HDAC1(3065)	0
CREBBP(1387)	HIF1A(3091)	0
CREBBP(1387)	HLF(3131)	0
CREBBP(1387)	HMGA1(3159)	0
CREBBP(1387)	HOXA11(3207)	0
CREBBP(1387)	HOXB7(3217)	0
CREBBP(1387)	IRF3(3661)	0
CREBBP(1387)	JUN(3725)	0
CREBBP(1387)	SMAD2(4087)	0
CREBBP(1387)	SMAD3(4088)	0
CREBBP(1387)	SMAD4(4089)	0
CREBBP(1387)	MAF(4094)	0
CREBBP(1387)	MAFG(4097)	0
CREBBP(1387)	MDM2(4193)	0
CREBBP(1387)	MLL(4297)	0
CREBBP(1387)	MSH2(4436)	0
CREBBP(1387)	MSX1(4487)	0
CREBBP(1387)	MYB(4602)	0
CREBBP(1387)	MYBL1(4603)	0
CREBBP(1387)	MYBL2(4605)	0
CREBBP(1387)	MYC(4609)	0
CREBBP(1387)	NFATC2(4773)	0
CREBBP(1387)	NFATC4(4776)	0
CREBBP(1387)	NPAT(4863)	0
CREBBP(1387)	PAX5(5079)	0
CREBBP(1387)	PML(5371)	0
CREBBP(1387)	PRKCD(5580)	0
CREBBP(1387)	PTMA(5757)	0
CREBBP(1387)	RBBP4(5928)	0
CREBBP(1387)	RELA(5970)	0
CREBBP(1387)	RPS6KA1(6195)	0
CREBBP(1387)	RPS6KA3(6197)	0
CREBBP(1387)	RXRG(6258)	0
CREBBP(1387)	SPI1(6688)	0
CREBBP(1387)	SPIB(6689)	0
CREBBP(1387)	SRF(6722)	0
CREBBP(1387)	STAT1(6772)	0
CREBBP(1387)	STAT2(6773)	0
CREBBP(1387)	STAT3(6774)	0
CREBBP(1387)	STAT4(6775)	0
CREBBP(1387)	STAT6(6778)	0
CREBBP(1387)	TCF3(6929)	0
CREBBP(1387)	TCF12(6938)	0
CREBBP(1387)	TDG(6996)	0
CREBBP(1387)	TP53(7157)	0
CREBBP(1387)	VDR(7421)	0
CREBBP(1387)	NCOA3(8202)	0
CREBBP(1387)	IKBKG(8517)	0
CREBBP(1387)	PIAS1(8554)	0
CREBBP(1387)	NCOA1(8648)	0
CREBBP(1387)	HDAC3(8841)	0
CREBBP(1387)	PCAF(8850)	0
CREBBP(1387)	RPS6KA5(9252)	0
CREBBP(1387)	KLF4(9314)	0
CREBBP(1387)	TRIP10(9322)	0
CREBBP(1387)	TRAM2(9697)	0
CREBBP(1387)	SERTAD2(9792)	0
CREBBP(1387)	NCOA2(10499)	0
CREBBP(1387)	KHDRBS1(10657)	0
CREBBP(1387)	SRCAP(10847)	0
CREBBP(1387)	KLF13(51621)	0
CREBBP(1387)	NLK(51701)	0
CREBBP(1387)	TRERF1(55809)	0
CREBBP(1387)	GPBP1(65056)	0
CREBBP(1387)	SNIP1(79753)	0
CREBBP(1387)	CAMK4(814)	0
CAMK4(814)	GAPDH(2597)	0
CAMK4(814)	RELA(5970)	0
CREM(1390)	CSNK1A1(1452)	0
CREM(1390)	CSNK2A1(1457)	0
CREM(1390)	CSNK2A2(1459)	0
CREM(1390)	GSK3A(2931)	0
CREM(1390)	GSK3B(2932)	0
CREM(1390)	PRKACA(5566)	0
CREM(1390)	PRKCA(5578)	0
CREM(1390)	SPI1(6688)	0
CREM(1390)	TAF4(6874)	0
CRK(1398)	CRKL(1399)	0
CRK(1398)	DAB1(1600)	0
CRK(1398)	EPHB3(2049)	0
CRK(1398)	EPS15(2060)	0
CRK(1398)	PTK2B(2185)	0
CRK(1398)	FGFR1(2260)	0
CRK(1398)	FLT1(2321)	0
CRK(1398)	FYN(2534)	0
CRK(1398)	GAB1(2549)	0
CRK(1398)	GRB2(2885)	0
CRK(1398)	RAPGEF1(2889)	0
CRK(1398)	INSR(3643)	0
CRK(1398)	IRS1(3667)	0
CRK(1398)	KDR(3791)	0
CRK(1398)	KIT(3815)	0
CRK(1398)	NCK1(4690)	0
CRK(1398)	PDGFRA(5156)	0
CRK(1398)	PDGFRB(5159)	0
CRK(1398)	PIK3R1(5295)	0
CRK(1398)	PLSCR1(5359)	0
CRK(1398)	MAPK8(5599)	0
CRK(1398)	PTK2(5747)	0
CRK(1398)	RET(5979)	0
CRK(1398)	SHC1(6464)	0
CRK(1398)	SOS1(6654)	0
CRK(1398)	STAT5A(6776)	0
CRK(1398)	STAT5B(6777)	0
CRK(1398)	VAV1(7409)	0
CRK(1398)	WEE1(7465)	0
CRK(1398)	XPO1(7514)	0
CRK(1398)	ZAP70(7535)	0
CRK(1398)	IRS2(8660)	0
CRK(1398)	MAP4K1(11184)	0
CD34(947)	CRKL(1399)	0
CD34(947)	PRKCD(5580)	0
CBLB(868)	CRKL(1399)	0
CBLB(868)	FYB(2533)	0
CBLB(868)	FYN(2534)	0
CBLB(868)	GRB2(2885)	0
CBLB(868)	KIT(3815)	0
CBLB(868)	NCK1(4690)	0
CBLB(868)	NEDD4(4734)	0
CBLB(868)	PIK3R1(5295)	0
CBLB(868)	PLCG2(5336)	0
CBLB(868)	RET(5979)	0
CBLB(868)	SHC1(6464)	0
CBLB(868)	SYK(6850)	0
CBLB(868)	VAV1(7409)	0
CBLB(868)	ZAP70(7535)	0
CBLB(868)	BLNK(29760)	0
CBLB(868)	SH3KBP1(30011)	0
ZFP36L1(677)	MAPK14(1432)	0
CSF1(1435)	CSF1R(1436)	0
CSF1(1435)	SOCS1(8651)	0
CSF1(1435)	GAB3(139716)	0
CSF1R(1436)	FYN(2534)	0
CSF1R(1436)	GRB2(2885)	0
CSF1R(1436)	INPPL1(3636)	0
CSF1R(1436)	LYN(4067)	0
CSF1R(1436)	PIK3R1(5295)	0
CSF1R(1436)	PIK3R2(5296)	0
CSF1R(1436)	RASA1(5921)	0
CSF1R(1436)	SHC1(6464)	0
CSF1R(1436)	SOS1(6654)	0
CSF1R(1436)	YES1(7525)	0
CSF1R(1436)	SOCS1(8651)	0
CSF1R(1436)	SOCS3(9021)	0
CSF1R(1436)	GRAP2(9402)	0
CSF2RA(1438)	CSF2RB(1439)	0
CSF2RA(1438)	IKBKB(3551)	0
CSF2RA(1438)	KIT(3815)	0
CSF2RA(1438)	LYN(4067)	0
CSF2RA(1438)	PIK3R1(5295)	0
CSF2RB(1439)	FES(2242)	0
CSF2RB(1439)	FYN(2534)	0
CSF2RB(1439)	HCK(3055)	0
CSF2RB(1439)	IL3RA(3563)	0
CSF2RB(1439)	IL5RA(3568)	0
CSF2RB(1439)	JAK1(3716)	0
CSF2RB(1439)	JAK2(3717)	0
CSF2RB(1439)	KDR(3791)	0
CSF2RB(1439)	KIT(3815)	0
CSF2RB(1439)	LCK(3932)	0
CSF2RB(1439)	LYN(4067)	0
CSF2RB(1439)	MAD2L1(4085)	0
CSF2RB(1439)	PRKCB1(5579)	0
CSF2RB(1439)	PTPN6(5777)	0
CSF2RB(1439)	PTPN11(5781)	0
CSF2RB(1439)	SHC1(6464)	0
CSF2RB(1439)	STAT1(6772)	0
CSF2RB(1439)	STAT3(6774)	0
CSF2RB(1439)	SYK(6850)	0
CSF2RB(1439)	CISH(1154)	0
CISH(1154)	CSF3R(1441)	0
CISH(1154)	GHR(2690)	0
CISH(1154)	IL2RB(3560)	0
CISH(1154)	IL3RA(3563)	0
CISH(1154)	KIT(3815)	0
CISH(1154)	SMAD2(4087)	0
CISH(1154)	PRKCA(5578)	0
CISH(1154)	PRKCB1(5579)	0
CISH(1154)	PRKCQ(5588)	0
CSF3R(1441)	FTH1(2495)	0
CSF3R(1441)	GRB2(2885)	0
CSF3R(1441)	HCK(3055)	0
CSF3R(1441)	JAK1(3716)	0
CSF3R(1441)	JAK2(3717)	0
CSF3R(1441)	LCK(3932)	0
CSF3R(1441)	LYN(4067)	0
CSF3R(1441)	PLA2G1B(5319)	0
CSF3R(1441)	PTPN11(5781)	0
CSF3R(1441)	SHC1(6464)	0
CSF3R(1441)	STAT3(6774)	0
CSF3R(1441)	SYK(6850)	0
CSF3R(1441)	SOCS3(9021)	0
CSK(1445)	DAB2(1601)	0
CSK(1445)	DOK1(1796)	0
CSK(1445)	FGR(2268)	0
CSK(1445)	FYN(2534)	0
CSK(1445)	HCK(3055)	0
CSK(1445)	HNRPK(3190)	0
CSK(1445)	INSR(3643)	0
CSK(1445)	LAIR1(3903)	0
CSK(1445)	LCK(3932)	0
CSK(1445)	LYN(4067)	0
CSK(1445)	PECAM1(5175)	0
CSK(1445)	PRKACA(5566)	0
CSK(1445)	PTK2(5747)	0
CSK(1445)	RASA1(5921)	0
CSK(1445)	RGS16(6004)	0
CSK(1445)	SHC1(6464)	0
CSK(1445)	YES1(7525)	0
CSK(1445)	PTPN22(26191)	0
CSK(1445)	PTPN18(26469)	0
CSK(1445)	SIT1(27240)	0
CSK(1445)	PAG1(55824)	0
CSK(1445)	DOK3(79930)	0
CSK(1445)	CDH5(1003)	0
CDH5(1003)	CTNNA1(1495)	0
CDH5(1003)	CTNNB1(1499)	0
CDH5(1003)	JUP(3728)	0
CDH5(1003)	KDR(3791)	0
CDH5(1003)	PTPN11(5781)	0
CDH5(1003)	PTPRB(5787)	0
CDH5(1003)	SHC1(6464)	0
CDH5(1003)	VIM(7431)	0
CDH5(1003)	P2RXL1(9127)	0
CSNK1E(1454)	DVL2(1856)	0
CSNK1E(1454)	DVL3(1857)	0
CSNK1E(1454)	AXIN2(8313)	0
CSNK1E(1454)	SOCS3(9021)	0
CSNK1E(1454)	ANKRD6(22881)	0
CSNK2A1(1457)	CTNNB1(1499)	0
CSNK2A1(1457)	DDIT3(1649)	0
CSNK2A1(1457)	DVL3(1857)	0
CSNK2A1(1457)	EGR1(1958)	0
CSNK2A1(1457)	F5(2153)	0
CSNK2A1(1457)	FGF1(2246)	0
CSNK2A1(1457)	FGF2(2247)	0
CSNK2A1(1457)	FOS(2353)	0
CSNK2A1(1457)	GPI(2821)	0
CSNK2A1(1457)	GTF2A1(2957)	0
CSNK2A1(1457)	GYS1(2997)	0
CSNK2A1(1457)	HCLS1(3059)	0
CSNK2A1(1457)	HDAC1(3065)	0
CSNK2A1(1457)	HDAC2(3066)	0
CSNK2A1(1457)	HMGA1(3159)	0
CSNK2A1(1457)	HNRPA2B1(3181)	0
CSNK2A1(1457)	HOXB7(3217)	0
CSNK2A1(1457)	HSPCA(3320)	0
CSNK2A1(1457)	IFI16(3428)	0
CSNK2A1(1457)	IGFBP3(3486)	0
CSNK2A1(1457)	IL16(3603)	0
CSNK2A1(1457)	IRF2(3660)	0
CSNK2A1(1457)	IRS1(3667)	0
CSNK2A1(1457)	JUN(3725)	0
CSNK2A1(1457)	LIG1(3978)	0
CSNK2A1(1457)	MAX(4149)	0
CSNK2A1(1457)	MAZ(4150)	0
CSNK2A1(1457)	MEF2C(4208)	0
CSNK2A1(1457)	MYB(4602)	0
CSNK2A1(1457)	MYC(4609)	0
CSNK2A1(1457)	MYCN(4613)	0
CSNK2A1(1457)	NCF1(4687)	0
CSNK2A1(1457)	NFKBIA(4792)	0
CSNK2A1(1457)	PAK1(5058)	0
CSNK2A1(1457)	PPP1R8(5511)	0
CSNK2A1(1457)	PPP2R4(5524)	0
CSNK2A1(1457)	PRNP(5621)	0
CSNK2A1(1457)	PSEN2(5664)	0
CSNK2A1(1457)	PTEN(5728)	0
CSNK2A1(1457)	PTPN1(5770)	0
CSNK2A1(1457)	PTPRC(5788)	0
CSNK2A1(1457)	RELA(5970)	0
CSNK2A1(1457)	RPL5(6125)	0
CSNK2A1(1457)	SP1(6667)	0
CSNK2A1(1457)	SPIB(6689)	0
CSNK2A1(1457)	SPP1(6696)	0
CSNK2A1(1457)	SRF(6722)	0
CSNK2A1(1457)	TOP1(7150)	0
CSNK2A1(1457)	TP53(7157)	0
CSNK2A1(1457)	VDR(7421)	0
CSNK2A1(1457)	VTN(7448)	0
CSNK2A1(1457)	WAS(7454)	0
CSNK2A1(1457)	WEE1(7465)	0
CSNK2A1(1457)	XRCC1(7515)	0
CSNK2A1(1457)	XRCC4(7518)	0
CSNK2A1(1457)	OGT(8473)	0
CSNK2A1(1457)	HDAC3(8841)	0
CSNK2A1(1457)	EIF2S2(8894)	0
CSNK2A1(1457)	NOL3(8996)	0
CSNK2A1(1457)	NOLC1(9221)	0
CSNK2A1(1457)	KLF1(10661)	0
CSNK2A1(1457)	FAF1(11124)	0
CSNK2A1(1457)	CDC37(11140)	0
CSNK2A1(1457)	PACS1(55690)	0
CSNK2A1(1457)	BDP1(55814)	0
CSNK2A1(1457)	SFRS12(140890)	0
MAPK14(1432)	CSNK2A2(1459)	0
MAPK14(1432)	DDIT3(1649)	0
MAPK14(1432)	DUSP1(1843)	0
MAPK14(1432)	DUSP2(1844)	0
MAPK14(1432)	DUSP7(1849)	0
MAPK14(1432)	ELK1(2002)	0
MAPK14(1432)	ELK3(2004)	0
MAPK14(1432)	FLNA(2316)	0
MAPK14(1432)	GRB2(2885)	0
MAPK14(1432)	JUNB(3726)	0
MAPK14(1432)	SMAD3(4088)	0
MAPK14(1432)	SMAD7(4092)	0
MAPK14(1432)	MARS(4141)	0
MAPK14(1432)	MAX(4149)	0
MAPK14(1432)	MEF2A(4205)	0
MAPK14(1432)	MEF2C(4208)	0
MAPK14(1432)	NCF1(4687)	0
MAPK14(1432)	NFATC1(4772)	0
MAPK14(1432)	NFATC4(4776)	0
MAPK14(1432)	PML(5371)	0
MAPK14(1432)	MAPK1(5594)	0
MAPK14(1432)	MAPK3(5595)	0
MAPK14(1432)	MAPK8(5599)	0
MAPK14(1432)	MAP2K1(5604)	0
MAPK14(1432)	MAP2K3(5606)	0
MAPK14(1432)	MAP2K6(5608)	0
MAPK14(1432)	PTPN7(5778)	0
MAPK14(1432)	RET(5979)	0
MAPK14(1432)	MAP2K4(6416)	0
MAPK14(1432)	STAT1(6772)	0
MAPK14(1432)	STAT4(6775)	0
MAPK14(1432)	MAP3K7(6885)	0
MAPK14(1432)	MAPKAPK3(7867)	0
MAPK14(1432)	NCOA3(8202)	0
MAPK14(1432)	EEA1(8411)	0
MAPK14(1432)	SCYE1(9255)	0
MAPK14(1432)	MAPKAPK2(9261)	0
MAPK14(1432)	MAP3K7IP1(10454)	0
MAPK14(1432)	STK39(27347)	0
MAPK14(1432)	EEF2K(29904)	0
CSNK2A2(1459)	FGF1(2246)	0
CSNK2A2(1459)	FGF2(2247)	0
CSNK2A2(1459)	FOS(2353)	0
CSNK2A2(1459)	GTF2A1(2957)	0
CSNK2A2(1459)	HDAC1(3065)	0
CSNK2A2(1459)	HDAC2(3066)	0
CSNK2A2(1459)	HMGA1(3159)	0
CSNK2A2(1459)	HSPCA(3320)	0
CSNK2A2(1459)	IL16(3603)	0
CSNK2A2(1459)	MYC(4609)	0
CSNK2A2(1459)	MYCN(4613)	0
CSNK2A2(1459)	NCF1(4687)	0
CSNK2A2(1459)	PAK1(5058)	0
CSNK2A2(1459)	PPP1R8(5511)	0
CSNK2A2(1459)	PRNP(5621)	0
CSNK2A2(1459)	PTEN(5728)	0
CSNK2A2(1459)	PTPN1(5770)	0
CSNK2A2(1459)	PTPRC(5788)	0
CSNK2A2(1459)	SPIB(6689)	0
CSNK2A2(1459)	SPP1(6696)	0
CSNK2A2(1459)	WAS(7454)	0
CSNK2A2(1459)	KLF1(10661)	0
CSNK2A2(1459)	CDC37(11140)	0
CHEK1(1111)	XRCC6(2547)	0
CHEK1(1111)	SMAD4(4089)	0
CHEK1(1111)	MDM4(4194)	0
CHEK1(1111)	RELA(5970)	0
CHEK1(1111)	TP53(7157)	0
CHEK1(1111)	TLK1(9874)	0
CDC42(998)	FGD1(2245)	0
CDC42(998)	FLNA(2316)	0
CDC42(998)	MAP3K4(4216)	0
CDC42(998)	MAP3K10(4294)	0
CDC42(998)	MAP3K11(4296)	0
CDC42(998)	MYO9A(4649)	0
CDC42(998)	NCF2(4688)	0
CDC42(998)	PAK1(5058)	0
CDC42(998)	PAK2(5062)	0
CDC42(998)	PIK3R1(5295)	0
CDC42(998)	PRKCA(5578)	0
CDC42(998)	PRKCG(5582)	0
CDC42(998)	PRKCI(5584)	0
CDC42(998)	PRKCZ(5590)	0
CDC42(998)	EIF2AK2(5610)	0
CDC42(998)	RAC2(5880)	0
CDC42(998)	RPS6KB1(6198)	0
CDC42(998)	TP53(7157)	0
CDC42(998)	VAV1(7409)	0
CDC42(998)	WAS(7454)	0
CDC42(998)	IQGAP1(8826)	0
CDC42(998)	ARHGEF6(9459)	0
CDC42(998)	TNK2(10188)	0
CDC42(998)	C14orf1(11161)	0
CDC42(998)	CDC42SE1(56882)	0
CDC42(998)	CDGAP(57514)	0
CDC42(998)	PLEKHG2(64857)	0
CDC42(998)	DOCK8(81704)	0
CDC42(998)	DOCK7(85440)	0
CTLA4(1493)	FYN(2534)	0
CTLA4(1493)	JAK2(3717)	0
CTLA4(1493)	LCK(3932)	0
CTLA4(1493)	LYN(4067)	0
CTLA4(1493)	PIK3R1(5295)	0
CTLA4(1493)	PPP2R5A(5525)	0
CTLA4(1493)	PTPN11(5781)	0
CTLA4(1493)	STAT5A(6776)	0
CTLA4(1493)	STAT5B(6777)	0
CTLA4(1493)	TXK(7294)	0
CSNK1A1(1452)	CTNNB1(1499)	0
CSNK1A1(1452)	HMGB2(3148)	0
CSNK1A1(1452)	KPNB1(3837)	0
CSNK1A1(1452)	NFATC3(4775)	0
CSNK1A1(1452)	PPP2R5A(5525)	0
CSNK1A1(1452)	PSEN2(5664)	0
CSNK1A1(1452)	TNFRSF1B(7133)	0
CSNK1A1(1452)	TP53(7157)	0
CSNK1A1(1452)	FADD(8772)	0
CSNK1A1(1452)	SYT9(143425)	0
CSNK1D(1453)	CTNNB1(1499)	0
CSNK1D(1453)	DVL3(1857)	0
CSNK1D(1453)	PSEN2(5664)	0
CSNK1D(1453)	TP53(7157)	0
CTNNA1(1495)	CTNNB1(1499)	0
CTNNA1(1495)	JUP(3728)	0
CTNNA1(1495)	PKD1(5310)	0
CTNNA1(1495)	PSEN1(5663)	0
CTNNA1(1495)	VCL(7414)	0
ACP1(52)	CTNNB1(1499)	0
ACP1(52)	EPHB2(2048)	0
ACP1(52)	FYN(2534)	0
ACP1(52)	INSR(3643)	0
ACP1(52)	KDR(3791)	0
ACP1(52)	LCK(3932)	0
ACP1(52)	ZAP70(7535)	0
BCL9(607)	CTNNB1(1499)	0
BCL9(607)	PYGO2(90780)	0
CTNNB1(1499)	CTNND2(1501)	0
CTNNB1(1499)	DVL3(1857)	0
CTNNB1(1499)	EP300(2033)	0
CTNNB1(1499)	ERBB2(2064)	0
CTNNB1(1499)	FER(2241)	0
CTNNB1(1499)	FOXO1A(2308)	0
CTNNB1(1499)	FLT1(2321)	0
CTNNB1(1499)	FYN(2534)	0
CTNNB1(1499)	GSK3B(2932)	0
CTNNB1(1499)	IKBKB(3551)	0
CTNNB1(1499)	KDR(3791)	0
CTNNB1(1499)	SMAD2(4087)	0
CTNNB1(1499)	SMAD3(4088)	0
CTNNB1(1499)	SMAD4(4089)	0
CTNNB1(1499)	MET(4233)	0
CTNNB1(1499)	NFKB1(4790)	0
CTNNB1(1499)	PECAM1(5175)	0
CTNNB1(1499)	PIK3R1(5295)	0
CTNNB1(1499)	PKD1(5310)	0
CTNNB1(1499)	PPM1A(5494)	0
CTNNB1(1499)	PSEN1(5663)	0
CTNNB1(1499)	PSEN2(5664)	0
CTNNB1(1499)	PTPN1(5770)	0
CTNNB1(1499)	PTPN6(5777)	0
CTNNB1(1499)	PTPN13(5783)	0
CTNNB1(1499)	PTPRF(5792)	0
CTNNB1(1499)	PTPRJ(5795)	0
CTNNB1(1499)	PTPRK(5796)	0
CTNNB1(1499)	PTPRM(5797)	0
CTNNB1(1499)	PTPRZ1(5803)	0
CTNNB1(1499)	TBL1X(6907)	0
CTNNB1(1499)	TCF4(6925)	0
CTNNB1(1499)	TCF3(6929)	0
CTNNB1(1499)	TGFBR2(7048)	0
CTNNB1(1499)	VIL2(7430)	0
CTNNB1(1499)	USP9X(8239)	0
CTNNB1(1499)	AXIN2(8313)	0
CTNNB1(1499)	IQGAP1(8826)	0
CTNNB1(1499)	DLG5(9231)	0
CTNNB1(1499)	TRIP10(9322)	0
CTNNB1(1499)	PTPRU(10076)	0
CTNNB1(1499)	NCOA2(10499)	0
CTNNB1(1499)	LEF1(51176)	0
CTNNB1(1499)	CHD8(57680)	0
CTNND2(1501)	FYN(2534)	0
CTNND2(1501)	LCK(3932)	0
CTNND2(1501)	PSEN1(5663)	0
CTNND2(1501)	PSEN2(5664)	0
CTNND2(1501)	ERBB2IP(55914)	0
CTSB(1508)	IGF1(3479)	0
CTSB(1508)	MARCKS(4082)	0
CTSB(1508)	PLAU(5328)	0
CTSB(1508)	RGS2(5997)	0
CTSB(1508)	SLPI(6590)	0
CTSL(1514)	CUTL1(1523)	0
CTSL(1514)	IGFBP3(3486)	0
CTSL(1514)	IL8(3576)	0
CTSL(1514)	KNG1(3827)	0
CTSL(1514)	PLAU(5328)	0
CTSL(1514)	RXRA(6256)	0
CTSL(1514)	SLPI(6590)	0
CTSL(1514)	CD7(924)	0
CD7(924)	LGALS1(3956)	0
CD7(924)	PIK3R1(5295)	0
CYBA(1535)	CYBB(1536)	0
CYBA(1535)	NCF1(4687)	0
CYBA(1535)	NCF2(4688)	0
CYBA(1535)	RAC1(5879)	0
CYP11A1(1583)	SMAD2(4087)	0
CYP11A1(1583)	SMAD3(4088)	0
CRKL(1399)	DAB1(1600)	0
CRKL(1399)	DOK1(1796)	0
CRKL(1399)	FCGR1A(2209)	0
CRKL(1399)	GAB1(2549)	0
CRKL(1399)	GRB2(2885)	0
CRKL(1399)	RAPGEF1(2889)	0
CRKL(1399)	IFNAR1(3454)	0
CRKL(1399)	INSR(3643)	0
CRKL(1399)	KIT(3815)	0
CRKL(1399)	LYN(4067)	0
CRKL(1399)	PDGFRA(5156)	0
CRKL(1399)	PIK3R1(5295)	0
CRKL(1399)	PIK3R2(5296)	0
CRKL(1399)	PTPN11(5781)	0
CRKL(1399)	SHC1(6464)	0
CRKL(1399)	SOS1(6654)	0
CRKL(1399)	STAT5A(6776)	0
CRKL(1399)	STAT5B(6777)	0
CRKL(1399)	SYK(6850)	0
CRKL(1399)	TYK2(7297)	0
CRKL(1399)	WAS(7454)	0
CRKL(1399)	WASPIP(7456)	0
CRKL(1399)	MAP4K1(11184)	0
CRKL(1399)	BLNK(29760)	0
CD14(929)	DAF(1604)	0
CD14(929)	ITGB2(3689)	0
CD14(929)	TLR4(7099)	0
DAF(1604)	FYN(2534)	0
DAF(1604)	LCK(3932)	0
DAF(1604)	CD97(976)	0
DAPK1(1612)	MAPK1(5594)	0
DAPK1(1612)	MAPK3(5595)	0
DAPK1(1612)	TNFRSF1A(7132)	0
DAPK1(1612)	TRADD(8717)	0
DAPK1(1612)	FADD(8772)	0
DAPK1(1612)	MIB1(57534)	0
ATRX(546)	HDAC1(3065)	0
ATRX(546)	NEK1(4750)	0
ATRX(546)	PTN(5764)	0
ATRX(546)	PTPN4(5775)	0
ATRX(546)	RAD51(5888)	0
ATRX(546)	LUC7L2(51631)	0
COL4A5(1287)	FN1(2335)	0
COL4A5(1287)	MMP9(4318)	0
COL4A5(1287)	OSM(5008)	0
DCTD(1635)	NIF3L1(60491)	0
ERCC8(1161)	DDB1(1642)	0
ERCC8(1161)	ERCC6(2074)	0
DDB1(1642)	DDB2(1643)	0
DDB1(1642)	SKP2(6502)	0
DDB1(1642)	BRAP(8315)	0
DHX9(1660)	HRMT1L2(3276)	0
DHX9(1660)	ILF3(3609)	0
DHX9(1660)	JUN(3725)	0
DHX9(1660)	PCNA(5111)	0
DHX9(1660)	SMN1(6606)	0
DHX9(1660)	NXF1(10482)	0
DHX9(1660)	KHDRBS1(10657)	0
DHX9(1660)	MGEA5(10724)	0
DFFA(1676)	EWSR1(2130)	0
DFFA(1676)	GZMB(3002)	0
CENPA(1058)	AURKB(9212)	0
SEPT1(1731)	AURKB(9212)	0
SEPT1(1731)	SEPT6(23157)	0
DLD(1738)	OGDH(4967)	0
DAP(1611)	TNFRSF1A(7132)	0
DMD(1756)	SNTB2(6645)	0
DMD(1756)	DGKZ(8525)	0
DNMT1(1786)	HDAC1(3065)	0
DNMT1(1786)	HDAC2(3066)	0
DNMT1(1786)	PCNA(5111)	0
DNMT1(1786)	RB1(5925)	0
DNMT1(1786)	TSG101(7251)	0
DPP4(1803)	FAP(2191)	0
DPP4(1803)	CXCL10(3627)	0
DPP4(1803)	CXCL9(4283)	0
DPP4(1803)	PTPRC(5788)	0
DPP4(1803)	CCL5(6352)	0
DPP4(1803)	CCL11(6356)	0
DPP4(1803)	CXCL11(6373)	0
DPP4(1803)	CXCL12(6387)	0
DPP4(1803)	CXCR4(7852)	0
CRMP1(1400)	FTH1(2495)	0
CRMP1(1400)	HSPE1(3336)	0
CRMP1(1400)	NVL(4931)	0
CRMP1(1400)	PLA2G2A(5320)	0
CRMP1(1400)	PPP1R8(5511)	0
CRMP1(1400)	ROCK1(6093)	0
CRMP1(1400)	RPA2(6118)	0
CRMP1(1400)	CCL18(6362)	0
CRMP1(1400)	TK1(7083)	0
CRMP1(1400)	UBE2B(7320)	0
CRMP1(1400)	VIM(7431)	0
CRMP1(1400)	FXR1(8087)	0
CRMP1(1400)	FUBP1(8880)	0
CRMP1(1400)	DDX18(8886)	0
CRMP1(1400)	EIF2S2(8894)	0
CRMP1(1400)	BTBD2(55643)	0
CRMP1(1400)	RTN4(57142)	0
CRIP2(1397)	GATA6(2627)	0
CRIP2(1397)	PRKG1(5592)	0
CRIP2(1397)	PTPN13(5783)	0
CRIP2(1397)	SRF(6722)	0
DMPK(1760)	PPP1R12A(4659)	0
DMPK(1760)	RAF1(5894)	0
DMPK(1760)	CUGBP1(10658)	0
RERE(473)	PLSCR1(5359)	0
RERE(473)	MYST3(7994)	0
RERE(473)	TRIM22(10346)	0
RERE(473)	PRKCBP1(23613)	0
RERE(473)	KIAA0515(84726)	0
